CustomerID,Age,Gender,Category,ItemPurchased,Amount,Season,PaymentMethod,ItemRating,DiscountApplied(%),PreviousPurchases
C-7226,38,Female,Footwear,Formal Shoes,47,Summer,Card,3.4,18,9
C-7227,46,Female,Womens Clothing,Top,149.95,Summer,Card,4.2,9,2
C-7228,68,Male,Electronics,Smart Watch,1383.02,Spring,Card,4.6,16,3
C-7229,30,Female,Womens Clothing,Top,170.78,Winter,Card,5,22,6
C-7230,26,Male,Mens Clothing,T-Shirt,119.83,Autumn,Card,3.4,8,4
C-7231,49,Male,Electronics,Mobile Phone,2780.13,Winter,Card,3.6,15,5
C-7232,68,Male,Footwear,Sandals,206.56,Spring,Card,3.3,10,5
C-7233,30,Female,Womens Clothing,Jeans,186.33,Spring,Card,3.5,12,6
C-7234,38,Male,Mens Clothing,Shirt,156.71,Winter,Card,3.4,16,8
C-7235,42,Female,Beauty,Makeup Set,78.39,Summer,Card,3.7,22,6
C-7236,63,Male,Sports,Dumbbells,214.61,Winter,Card,3.4,9,2
C-7237,34,Male,Groceries,Beverages,10.12,Spring,Cash on Delivery,4.3,10,5
C-7238,28,Female,Accessories,Wallet,125.16,Winter,Card,3.8,8,4
C-7239,34,Female,Womens Clothing,Top,90.17,Spring,Cash on Delivery,3.1,19,7
C-7240,60,Male,Electronics,Smart Watch,1445.76,Spring,Card,4.5,16,3
C-7241,64,Male,Footwear,Formal Shoes,45.29,Summer,Cash on Delivery,4,30,10
C-7242,36,Female,Footwear,Sandals,120.65,Spring,Card,4.9,6,3
C-7243,69,Male,Sports,Yoga Mat,204.74,Summer,Card,4.1,15,5
C-7244,37,Female,Beauty,Makeup Set,23.24,Summer,Card,3.6,20,5
C-7245,52,Female,Beauty,Perfume,32.67,Winter,Cash on Delivery,3.6,17,6
C-7246,31,Male,Electronics,Mobile Phone,2789.38,Spring,Card,4.7,12,6
C-7247,67,Male,Footwear,Formal Shoes,54.61,Autumn,Card,4.1,8,4
C-7248,28,Male,Sports,Yoga Mat,157.25,Spring,Card,4.2,18,4
C-7249,43,Male,Groceries,Snacks,20.08,Summer,Card,4.2,9,2
C-7250,45,Female,Accessories,Sunglasses,50.5,Autumn,Cash on Delivery,2.5,20,5
C-7251,57,Female,Womens Clothing,Jeans,106.78,Spring,Card,5,28,9
C-7252,33,Female,Accessories,Wallet,21.35,Winter,Cash on Delivery,3.9,13,4
C-7253,69,Female,Womens Clothing,Top,59.4,Spring,Card,3.6,17,6
C-7254,60,Male,Sports,Dumbbells,196.16,Autumn,Card,1.9,4,2
C-7255,34,Female,Home,Kitchen Set,228.6,Summer,Card,3.6,22,6
C-7256,62,Female,Beauty,Makeup Set,146.15,Autumn,Card,2.4,14,7
C-7257,44,Female,Beauty,Perfume,118.63,Spring,Card,3.1,8,4
C-7258,21,Male,Electronics,Mobile Phone,1725.52,Spring,Card,4.3,10,5
C-7259,42,Male,Footwear,Sandals,217.85,Autumn,Card,4,26,8
C-7260,39,Male,Footwear,Formal Shoes,106.65,Winter,Card,4.4,16,3
C-7261,44,Female,Sports,Dumbbells,108.39,Winter,Card,3.3,23,9
C-7262,20,Male,Mens Clothing,T-Shirt,167.57,Winter,Card,3.5,11,3
C-7263,57,Female,Beauty,Skincare Kit,102.35,Autumn,Card,4,10,5
C-7264,44,Male,Mens Clothing,Jacket,121.98,Winter,Card,2.2,9,2
C-7265,35,Male,Footwear,Formal Shoes,248.74,Spring,Card,2.5,14,2
C-7266,43,Female,Beauty,Perfume,73.46,Winter,Cash on Delivery,3.6,20,5
C-7267,29,Male,Electronics,Laptop,1145.69,Winter,Card,3.3,18,4
C-7268,21,Female,Groceries,Cooking Oil,52.42,Summer,Card,3.7,6,3
C-7269,50,Male,Mens Clothing,Shirt,173.36,Winter,Card,3.5,4,2
C-7270,51,Male,Electronics,Smart Watch,1611.83,Spring,Card,2.6,24,7
C-7271,49,Female,Womens Clothing,Dress,189.27,Summer,Card,4.1,12,1
C-7272,38,Female,Groceries,Cooking Oil,36.09,Spring,Cash on Delivery,3.3,7,1
C-7273,33,Female,Accessories,Wallet,107.15,Spring,Card,4.5,17,6
C-7274,59,Female,Accessories,Sunglasses,23.3,Spring,Card,3.7,12,6
C-7275,51,Female,Groceries,Beverages,37.91,Autumn,Cash on Delivery,4.2,20,5
C-7276,21,Female,Groceries,Beverages,14.56,Autumn,Cash on Delivery,4.2,11,3
C-7277,25,Female,Beauty,Makeup Set,95.41,Autumn,Cash on Delivery,2.7,18,4
C-7278,35,Male,Electronics,Smart Watch,549.72,Autumn,Card,2.4,18,4
C-7279,21,Male,Electronics,Mobile Phone,2756.53,Winter,Card,3.4,4,2
C-7280,44,Female,Footwear,Sandals,189.21,Summer,Card,5,12,6
C-7281,47,Female,Womens Clothing,Top,110.42,Autumn,Card,3.7,15,5
C-7282,24,Male,Electronics,Mobile Phone,1152.1,Summer,Card,3.8,17,6
C-7283,56,Male,Sports,Dumbbells,114.65,Spring,Card,4,20,5
C-7284,42,Female,Sports,Yoga Mat,41.07,Spring,Cash on Delivery,4.1,12,6
C-7285,61,Male,Mens Clothing,Shirt,74.1,Autumn,Card,3.9,19,7
C-7286,53,Female,Home,Kitchen Set,168.46,Autumn,Card,3,21,8
C-7287,39,Male,Electronics,Headphones,1717.63,Autumn,Card,4.3,18,4
C-7288,58,Female,Accessories,Wallet,74.28,Winter,Cash on Delivery,5,18,4
C-7289,70,Female,Groceries,Beverages,52.34,Winter,Card,3.8,18,4
C-7290,62,Male,Mens Clothing,Shirt,174.7,Winter,Card,4.2,10,5
C-7291,45,Male,Sports,Football,169.77,Autumn,Card,4.6,14,7
C-7292,60,Male,Footwear,Sandals,70.96,Spring,Card,3.6,20,5
C-7293,68,Male,Sports,Football,177.66,Summer,Card,4.7,22,6
C-7294,58,Female,Accessories,Handbag,114.19,Spring,Card,1.8,10,5
C-7295,66,Male,Sports,Yoga Mat,242.46,Spring,Card,3.9,12,6
C-7296,51,Female,Accessories,Wallet,140.92,Spring,Card,2.7,28,9
C-7297,55,Female,Footwear,Sneakers,81.99,Summer,Cash on Delivery,4.7,18,9
C-7298,50,Male,Footwear,Sandals,72.37,Autumn,Card,4.2,12,6
C-7299,36,Female,Footwear,Sandals,174.35,Autumn,Card,4.2,16,3
C-7300,31,Male,Mens Clothing,Jeans,78.33,Summer,Cash on Delivery,3.5,18,9
C-7301,44,Female,Beauty,Perfume,39.78,Summer,Cash on Delivery,3.2,14,2
C-7302,48,Male,Mens Clothing,Shirt,185.38,Winter,Card,4,21,8
C-7303,56,Male,Electronics,Laptop,1705.8,Winter,Card,4.4,12,6
C-7304,64,Female,Home,Curtains,169.94,Winter,Card,4.5,11,3
C-7305,61,Female,Footwear,Formal Shoes,50,Summer,Cash on Delivery,3.8,15,5
C-7306,27,Female,Womens Clothing,Jeans,60.07,Autumn,Cash on Delivery,4.2,13,4
C-7307,27,Female,Accessories,Sunglasses,20.49,Spring,Card,4.7,19,7
C-7308,50,Female,Accessories,Wallet,140.16,Summer,Card,4.5,9,2
C-7309,21,Female,Beauty,Makeup Set,108.17,Autumn,Card,4.5,12,6
C-7310,65,Male,Sports,Football,153.65,Autumn,Card,2.9,23,9
C-7311,68,Male,Footwear,Sneakers,224.62,Summer,Card,3.9,4,2
C-7312,45,Male,Sports,Football,111.02,Winter,Card,3.4,10,5
C-7313,34,Male,Mens Clothing,T-Shirt,149.08,Summer,Card,3.8,20,5
C-7314,25,Male,Groceries,Snacks,13.2,Autumn,Card,3.9,26,8
C-7315,37,Male,Home,Lamp,64.24,Summer,Card,3.6,4,2
C-7316,41,Male,Sports,Yoga Mat,124.84,Autumn,Card,3.9,22,6
C-7317,68,Male,Footwear,Sandals,102.27,Summer,Card,3.9,12,6
C-7318,46,Female,Home,Curtains,186.17,Spring,Card,3.7,22,6
C-7319,39,Female,Womens Clothing,Top,143.51,Summer,Card,3.7,22,6
C-7320,53,Male,Footwear,Sneakers,97.72,Autumn,Card,3.3,24,7
C-7321,47,Female,Sports,Football,212.99,Autumn,Card,4.1,15,5
C-7322,70,Female,Accessories,Sunglasses,149.53,Summer,Card,3.8,8,4
C-7323,27,Male,Footwear,Sneakers,104.13,Winter,Card,3,19,7
C-7324,66,Male,Footwear,Sneakers,86.86,Spring,Cash on Delivery,2.6,12,6
C-7325,50,Male,Footwear,Sneakers,155.92,Winter,Card,2.6,6,3
C-7326,46,Female,Beauty,Skincare Kit,42.37,Summer,Card,3.3,11,3
C-7327,34,Male,Mens Clothing,T-Shirt,55.77,Autumn,Card,2.4,10,5
C-7328,35,Female,Footwear,Sandals,202.39,Winter,Card,2.5,11,3
C-7329,30,Female,Beauty,Makeup Set,146.26,Winter,Card,3.9,7,1
C-7330,64,Male,Electronics,Headphones,1531.63,Spring,Card,4.1,28,9
C-7331,42,Male,Footwear,Sandals,53.4,Summer,Cash on Delivery,4.4,16,3
C-7332,70,Male,Home,Curtains,255.78,Autumn,Card,2.9,20,5
C-7333,48,Female,Womens Clothing,Skirt,171.19,Winter,Card,3.8,14,7
C-7334,43,Female,Accessories,Handbag,38.45,Winter,Card,4.2,19,7
C-7335,68,Male,Footwear,Formal Shoes,117.49,Autumn,Card,4.3,19,7
C-7336,64,Male,Groceries,Cooking Oil,8.37,Summer,Cash on Delivery,4.4,22,11
C-7337,45,Male,Mens Clothing,Shirt,157.65,Winter,Card,2.7,15,5
C-7338,37,Female,Accessories,Sunglasses,172.44,Summer,Card,3.9,18,9
C-7339,55,Female,Accessories,Wallet,109.99,Summer,Card,3.8,6,3
C-7340,26,Male,Footwear,Sandals,123.73,Spring,Card,3.3,23,9
C-7341,66,Female,Beauty,Skincare Kit,102.25,Spring,Card,3.4,16,3
C-7342,49,Female,Womens Clothing,Dress,46.77,Summer,Cash on Delivery,4.4,14,2
C-7343,52,Male,Footwear,Sandals,107.99,Winter,Card,3.7,14,7
C-7344,57,Female,Sports,Yoga Mat,133.57,Autumn,Card,3.8,24,7
C-7345,66,Male,Mens Clothing,T-Shirt,95.73,Winter,Cash on Delivery,2.7,19,7
C-7346,55,Male,Footwear,Sandals,97.58,Spring,Card,3.5,16,3
C-7347,34,Female,Footwear,Sandals,46.66,Autumn,Card,4.1,15,5
C-7348,57,Female,Womens Clothing,Skirt,120.4,Spring,Card,3.5,18,4
C-7349,25,Female,Groceries,Beverages,32.25,Winter,Cash on Delivery,3.5,15,5
C-7350,56,Female,Beauty,Makeup Set,140.52,Autumn,Card,3.7,6,3
C-7351,63,Male,Mens Clothing,T-Shirt,56.51,Spring,Card,3.4,13,4
C-7352,41,Male,Electronics,Smart Watch,1053.68,Summer,Card,3.5,6,3
C-7353,57,Male,Mens Clothing,Shirt,147.73,Winter,Card,3.6,15,5
C-7354,29,Female,Home,Curtains,58.79,Autumn,Cash on Delivery,2.4,18,9
C-7355,52,Female,Groceries,Rice Pack,17.37,Winter,Cash on Delivery,4.3,17,6
C-7356,59,Female,Accessories,Wallet,153.74,Winter,Card,4,15,5
C-7357,70,Male,Groceries,Cooking Oil,22.29,Winter,Cash on Delivery,4.2,12,6
C-7358,50,Female,Beauty,Makeup Set,29.51,Spring,Cash on Delivery,4.2,34,12
C-7359,24,Male,Sports,Yoga Mat,232.38,Spring,Card,4.7,22,6
C-7360,45,Female,Sports,Yoga Mat,107.39,Spring,Card,4.1,12,6
C-7361,59,Female,Accessories,Handbag,97.16,Winter,Cash on Delivery,2.9,17,6
C-7362,46,Male,Sports,Dumbbells,173.47,Spring,Card,4,24,7
C-7363,42,Female,Footwear,Formal Shoes,119.21,Summer,Card,2.7,6,3
C-7364,56,Male,Sports,Yoga Mat,39.86,Winter,Card,2.9,4,2
C-7365,22,Male,Electronics,Smart Watch,504.91,Summer,Card,3.8,15,5
C-7366,45,Male,Footwear,Sneakers,96.52,Spring,Cash on Delivery,3.3,11,3
C-7367,34,Male,Footwear,Formal Shoes,109.16,Spring,Card,3.7,13,4
C-7368,69,Female,Accessories,Wallet,145.25,Winter,Card,4.7,11,3
C-7369,57,Female,Womens Clothing,Top,193.36,Summer,Card,3.8,20,5
C-7370,36,Male,Footwear,Sandals,116.93,Autumn,Card,4.8,32,11
C-7371,53,Female,Accessories,Sunglasses,152.31,Winter,Card,4.7,18,4
C-7372,27,Male,Sports,Yoga Mat,52.75,Spring,Card,3.8,19,7
C-7373,49,Female,Beauty,Skincare Kit,141.08,Summer,Card,4.5,23,9
C-7374,45,Female,Groceries,Snacks,79,Spring,Cash on Delivery,3.1,11,3
C-7375,58,Female,Home,Curtains,53.86,Spring,Card,4,8,4
C-7376,57,Male,Sports,Dumbbells,143.78,Summer,Card,3.1,8,4
C-7377,50,Female,Footwear,Sandals,225.05,Summer,Card,3.8,11,3
C-7378,26,Male,Sports,Dumbbells,180.74,Spring,Card,4.2,32,11
C-7379,31,Male,Sports,Football,197.61,Autumn,Card,3.5,12,6
C-7380,59,Female,Womens Clothing,Top,192.86,Spring,Card,4.2,18,4
C-7381,36,Female,Womens Clothing,Dress,71.03,Summer,Card,4.8,22,6
C-7382,37,Female,Beauty,Perfume,90.69,Autumn,Card,4.3,10,0
C-7383,60,Female,Beauty,Skincare Kit,75.29,Spring,Card,5,20,5
C-7384,27,Male,Mens Clothing,Jacket,62.41,Spring,Cash on Delivery,2.9,13,4
C-7385,65,Male,Mens Clothing,Jacket,169.17,Autumn,Card,3.8,10,5
C-7386,39,Male,Electronics,Mobile Phone,2886.67,Summer,Card,3.6,19,7
C-7387,60,Male,Footwear,Sneakers,144.37,Winter,Card,4.4,18,4
C-7388,56,Male,Groceries,Cooking Oil,23.35,Winter,Card,4.9,17,6
C-7389,32,Male,Mens Clothing,Jeans,191.09,Summer,Card,4.2,14,7
C-7390,47,Female,Footwear,Formal Shoes,69.52,Summer,Cash on Delivery,3.2,20,5
C-7391,55,Male,Mens Clothing,Jeans,119.06,Autumn,Card,3.6,8,4
C-7392,52,Female,Beauty,Makeup Set,64.56,Winter,Card,3.2,12,6
C-7393,59,Female,Footwear,Sneakers,90.14,Spring,Cash on Delivery,3.9,11,3
C-7394,32,Male,Electronics,Headphones,1690.64,Spring,Card,4.6,18,4
C-7395,60,Female,Footwear,Sandals,136.97,Summer,Card,4.5,11,3
C-7396,66,Male,Home,Lamp,116.48,Spring,Card,5,24,12
C-7397,22,Male,Electronics,Mobile Phone,503.66,Winter,Card,2.8,14,7
C-7398,21,Female,Footwear,Sneakers,176.14,Autumn,Card,3.6,26,8
C-7399,61,Female,Footwear,Formal Shoes,202.84,Spring,Card,3.2,10,5
C-7400,45,Male,Footwear,Sandals,95.24,Winter,Cash on Delivery,4.6,11,3
C-7401,59,Female,Womens Clothing,Top,188.01,Winter,Card,2.8,12,6
C-7402,50,Male,Groceries,Beverages,11.64,Summer,Cash on Delivery,2.8,2,1
C-7403,61,Male,Groceries,Beverages,49.05,Summer,Card,2.7,22,6
C-7404,36,Female,Sports,Yoga Mat,51.28,Spring,Card,4.5,22,6
C-7405,45,Male,Footwear,Sneakers,53.31,Summer,Cash on Delivery,3.8,20,5
C-7406,23,Male,Footwear,Sandals,70.92,Summer,Card,2.8,24,7
C-7407,66,Female,Home,Lamp,245.8,Winter,Card,3.1,14,7
C-7408,62,Male,Footwear,Sandals,111.93,Summer,Card,2.3,10,5
C-7409,33,Male,Mens Clothing,T-Shirt,81.37,Summer,Cash on Delivery,4.2,18,4
C-7410,64,Female,Beauty,Makeup Set,49.12,Autumn,Cash on Delivery,3.6,19,7
C-7411,34,Female,Accessories,Handbag,23.82,Winter,Card,4.6,24,7
C-7412,41,Male,Home,Curtains,295.39,Autumn,Card,3.8,6,3
C-7413,62,Female,Womens Clothing,Dress,191.31,Winter,Card,3.6,12,6
C-7414,63,Female,Footwear,Sandals,75.31,Autumn,Cash on Delivery,4,22,11
C-7415,65,Male,Mens Clothing,T-Shirt,191.04,Autumn,Card,4.2,16,3
C-7416,44,Female,Beauty,Makeup Set,68.39,Summer,Cash on Delivery,3.2,15,5
C-7417,53,Male,Footwear,Sneakers,192.28,Spring,Card,3.7,14,7
C-7418,40,Male,Footwear,Formal Shoes,236.78,Spring,Card,4.1,22,6
C-7419,31,Female,Groceries,Beverages,52.19,Winter,Cash on Delivery,5,2,1
C-7420,46,Female,Beauty,Skincare Kit,63.26,Autumn,Cash on Delivery,4.2,22,6
C-7421,43,Female,Beauty,Perfume,57.97,Summer,Cash on Delivery,4.8,20,5
C-7422,58,Male,Electronics,Mobile Phone,2430.6,Autumn,Card,3.1,6,3
C-7423,63,Male,Home,Kitchen Set,50.59,Spring,Cash on Delivery,3.2,6,3
C-7424,31,Male,Electronics,Mobile Phone,2025.94,Summer,Card,3.8,18,9
C-7425,29,Male,Sports,Yoga Mat,217.27,Spring,Card,4.5,18,4
C-7426,61,Female,Beauty,Skincare Kit,81.17,Spring,Cash on Delivery,3.7,18,4
C-7427,22,Female,Sports,Yoga Mat,88.1,Spring,Cash on Delivery,3.3,25,10
C-7428,45,Female,Womens Clothing,Jeans,174.75,Autumn,Card,3.5,14,2
C-7429,39,Male,Groceries,Rice Pack,56.99,Autumn,Cash on Delivery,3.3,25,10
C-7430,20,Female,Womens Clothing,Top,95.46,Autumn,Cash on Delivery,4.5,23,9
C-7431,22,Male,Sports,Dumbbells,108.86,Spring,Card,3.6,15,5
C-7432,54,Female,Womens Clothing,Skirt,166.88,Spring,Card,3.5,18,4
C-7433,52,Male,Electronics,Mobile Phone,523.38,Summer,Card,3.9,18,4
C-7434,25,Male,Mens Clothing,T-Shirt,109.68,Winter,Card,2.8,13,4
C-7435,67,Male,Home,Lamp,222.65,Autumn,Card,3,9,2
C-7436,59,Male,Footwear,Sandals,141.41,Spring,Card,3.3,12,6
C-7437,59,Male,Sports,Yoga Mat,165.82,Winter,Card,3.8,17,6
C-7438,66,Female,Womens Clothing,Skirt,52.02,Autumn,Cash on Delivery,3.9,20,5
C-7439,45,Female,Beauty,Perfume,130.55,Autumn,Card,4.8,8,4
C-7440,36,Male,Mens Clothing,Jacket,108.9,Summer,Card,3,16,8
C-7441,48,Female,Beauty,Skincare Kit,88.67,Winter,Card,4.2,20,5
C-7442,26,Male,Sports,Dumbbells,231.99,Winter,Card,3,20,5
C-7443,34,Male,Electronics,Headphones,585.57,Summer,Card,4.6,26,8
C-7444,63,Female,Beauty,Perfume,33.49,Summer,Cash on Delivery,3.6,21,8
C-7445,68,Male,Footwear,Sandals,145.49,Summer,Card,3.9,10,5
C-7446,65,Female,Home,Curtains,39.99,Autumn,Cash on Delivery,2.8,17,6
C-7447,39,Male,Electronics,Laptop,1959.09,Winter,Card,4.2,12,1
C-7448,66,Female,Sports,Football,109.15,Winter,Card,2.8,18,4
C-7449,31,Male,Sports,Yoga Mat,247.77,Spring,Card,2.8,10,5
C-7450,29,Female,Footwear,Formal Shoes,175.99,Spring,Card,5,24,7
C-7451,33,Female,Beauty,Makeup Set,20.03,Summer,Card,3.6,20,5
C-7452,23,Female,Womens Clothing,Skirt,194.96,Spring,Card,2.9,14,7
C-7453,47,Female,Beauty,Makeup Set,132.65,Winter,Card,3.9,19,7
C-7454,32,Female,Sports,Yoga Mat,119.74,Spring,Card,3.3,22,11
C-7455,49,Female,Sports,Football,105.64,Spring,Card,3.3,24,7
C-7456,37,Male,Footwear,Formal Shoes,232.32,Summer,Card,3.8,16,3
C-7457,41,Male,Sports,Football,142.71,Winter,Card,4.2,20,5
C-7458,37,Male,Sports,Dumbbells,163.3,Autumn,Card,3.6,12,6
C-7459,55,Male,Electronics,Laptop,2997.94,Autumn,Card,4.2,14,2
C-7460,42,Male,Electronics,Smart Watch,1412.92,Autumn,Card,3.9,19,7
C-7461,60,Female,Footwear,Sandals,104.02,Winter,Card,5,8,4
C-7462,62,Female,Beauty,Makeup Set,20.71,Autumn,Card,3.8,20,5
C-7463,56,Female,Womens Clothing,Dress,83.87,Spring,Card,3.9,17,6
C-7464,67,Male,Mens Clothing,T-Shirt,43.13,Winter,Cash on Delivery,3,9,2
C-7465,59,Male,Sports,Football,73.74,Summer,Card,3.8,15,5
C-7466,32,Male,Sports,Football,144.04,Summer,Card,3.8,13,4
C-7467,24,Female,Beauty,Makeup Set,82.17,Winter,Card,3.4,15,5
C-7468,31,Female,Womens Clothing,Skirt,128.18,Autumn,Card,4,17,6
C-7469,67,Female,Womens Clothing,Top,74.73,Autumn,Cash on Delivery,3.7,20,5
C-7470,41,Female,Home,Curtains,159.58,Spring,Card,4.4,8,4
C-7471,58,Female,Womens Clothing,Skirt,142.95,Winter,Card,4.8,15,5
C-7472,22,Female,Beauty,Perfume,56.67,Summer,Cash on Delivery,4.3,15,5
C-7473,56,Female,Accessories,Wallet,60.82,Spring,Cash on Delivery,3.5,8,4
C-7474,64,Female,Footwear,Sneakers,249.17,Spring,Card,4.8,8,4
C-7475,58,Female,Womens Clothing,Dress,105.75,Autumn,Card,4.5,19,7
C-7476,57,Male,Sports,Dumbbells,89.44,Autumn,Cash on Delivery,4.9,10,5
C-7477,37,Male,Sports,Football,182.81,Summer,Card,3.2,16,3
C-7478,30,Male,Sports,Football,49.64,Spring,Cash on Delivery,4.1,9,2
C-7479,56,Male,Sports,Yoga Mat,118.27,Autumn,Card,4,19,7
C-7480,41,Female,Accessories,Wallet,155.41,Winter,Card,5,22,6
C-7481,47,Male,Footwear,Sandals,162.15,Autumn,Card,4.9,22,6
C-7482,62,Male,Mens Clothing,Shirt,122.41,Spring,Card,3,17,6
C-7483,42,Male,Footwear,Sandals,166.76,Spring,Card,3.4,18,9
C-7484,55,Male,Sports,Football,91.77,Autumn,Cash on Delivery,3.8,20,5
C-7485,70,Female,Womens Clothing,Top,112.59,Spring,Card,4.7,18,4
C-7486,30,Female,Womens Clothing,Top,77.54,Summer,Cash on Delivery,3.8,18,4
C-7487,58,Female,Accessories,Sunglasses,125.61,Autumn,Card,3.3,12,6
C-7488,66,Female,Accessories,Handbag,175.38,Autumn,Card,4.1,12,6
C-7489,45,Female,Footwear,Sandals,199.34,Summer,Card,5,16,3
C-7490,57,Male,Footwear,Sneakers,102.02,Winter,Card,4,19,7
C-7491,27,Male,Electronics,Smart Watch,736.82,Autumn,Card,4.4,10,5
C-7492,61,Male,Mens Clothing,Shirt,67.64,Summer,Cash on Delivery,3.6,18,4
C-7493,61,Male,Mens Clothing,Shirt,97.18,Summer,Card,3.9,19,7
C-7494,36,Female,Womens Clothing,Top,96.2,Winter,Cash on Delivery,5,6,3
C-7495,30,Male,Footwear,Formal Shoes,178.66,Winter,Card,3.1,16,3
C-7496,58,Male,Mens Clothing,Shirt,59.56,Autumn,Card,4.5,24,7
C-7497,44,Male,Sports,Football,211.96,Spring,Card,2.7,24,7
C-7498,28,Male,Footwear,Formal Shoes,54.72,Winter,Cash on Delivery,3,8,4
C-7499,50,Female,Womens Clothing,Jeans,166.8,Autumn,Card,4.8,15,5
C-7500,36,Female,Sports,Football,180.09,Winter,Card,4.9,19,7
C-7501,55,Female,Sports,Football,73.29,Winter,Card,4.6,19,7
C-7502,49,Male,Sports,Football,240.58,Spring,Card,4.2,24,7
C-7503,58,Female,Home,Kitchen Set,80.55,Spring,Card,4.8,13,4
C-7504,57,Male,Electronics,Smart Watch,1635.17,Summer,Card,4.1,9,2
C-7505,25,Male,Footwear,Formal Shoes,226.76,Winter,Card,4.2,21,8
C-7506,42,Male,Sports,Football,132.34,Spring,Card,4.5,20,5
C-7507,42,Female,Accessories,Wallet,151.58,Spring,Card,4.1,2,1
C-7508,35,Male,Groceries,Cooking Oil,6.79,Autumn,Cash on Delivery,3.4,16,8
C-7509,53,Female,Footwear,Sandals,177.6,Autumn,Card,5,26,8
C-7510,49,Male,Electronics,Smart Watch,1297.09,Spring,Card,4.8,20,5
C-7511,28,Female,Accessories,Sunglasses,76.02,Autumn,Card,4,22,6
C-7512,37,Female,Footwear,Formal Shoes,158.57,Spring,Card,3.3,6,3
C-7513,27,Female,Womens Clothing,Skirt,88.33,Winter,Card,3.8,10,5
C-7514,54,Male,Mens Clothing,Shirt,181.51,Autumn,Card,4.8,13,4
C-7515,27,Male,Mens Clothing,Shirt,48.86,Winter,Cash on Delivery,4.8,8,4
C-7516,55,Female,Accessories,Handbag,124.2,Spring,Card,3.6,12,6
C-7517,37,Female,Beauty,Skincare Kit,130.83,Spring,Card,5,18,4
C-7518,21,Male,Mens Clothing,Shirt,46.83,Spring,Card,5,16,3
C-7519,47,Male,Footwear,Formal Shoes,43.11,Spring,Card,3.6,16,8
C-7520,55,Female,Beauty,Makeup Set,131.37,Autumn,Card,3.4,14,2
C-7521,35,Female,Footwear,Formal Shoes,216.78,Autumn,Card,3.7,10,5
C-7522,45,Female,Groceries,Snacks,21.14,Winter,Card,3.7,22,6
C-7523,69,Female,Footwear,Formal Shoes,237.37,Autumn,Card,3.1,16,3
C-7524,35,Female,Footwear,Sandals,112.58,Winter,Card,4,8,4
C-7525,47,Male,Groceries,Rice Pack,38.12,Autumn,Cash on Delivery,3.7,8,4
C-7526,40,Female,Beauty,Perfume,79.73,Autumn,Card,3.5,12,1
C-7527,40,Female,Groceries,Snacks,23.39,Winter,Cash on Delivery,3.7,18,4
C-7528,49,Female,Sports,Football,155.92,Summer,Card,4.1,8,4
C-7529,25,Male,Electronics,Headphones,1144.23,Summer,Card,3.4,2,1
C-7530,35,Male,Mens Clothing,T-Shirt,180.47,Winter,Card,4,12,6
C-7531,67,Female,Home,Lamp,127.66,Summer,Card,4.3,15,5
C-7532,58,Female,Groceries,Cooking Oil,24.67,Spring,Card,5,8,4
C-7533,57,Male,Home,Curtains,146.46,Spring,Card,4.4,6,3
C-7534,44,Female,Womens Clothing,Skirt,88.66,Spring,Cash on Delivery,3.1,15,5
C-7535,22,Male,Sports,Dumbbells,174.54,Winter,Card,3.3,18,9
C-7536,26,Male,Electronics,Laptop,689.29,Autumn,Card,3.7,4,2
C-7537,48,Female,Womens Clothing,Top,102.81,Summer,Card,2.8,13,4
C-7538,53,Female,Womens Clothing,Skirt,98.94,Autumn,Card,4.8,15,5
C-7539,63,Male,Mens Clothing,T-Shirt,111.55,Winter,Card,3.4,12,6
C-7540,56,Female,Footwear,Formal Shoes,97.22,Autumn,Card,2.8,4,2
C-7541,61,Female,Sports,Yoga Mat,25.02,Spring,Cash on Delivery,4.2,16,3
C-7542,36,Female,Footwear,Sneakers,96.04,Autumn,Cash on Delivery,2.8,20,5
C-7543,25,Male,Footwear,Sandals,77.54,Summer,Card,4,15,5
C-7544,23,Female,Footwear,Sandals,128.3,Autumn,Card,2.7,10,5
C-7545,64,Female,Footwear,Sneakers,123.62,Winter,Card,4.2,10,5
C-7546,54,Male,Sports,Yoga Mat,113.57,Autumn,Card,3,15,5
C-7547,22,Female,Accessories,Sunglasses,76.34,Summer,Cash on Delivery,3.9,17,6
C-7548,61,Male,Mens Clothing,T-Shirt,128.18,Spring,Card,3.6,16,3
C-7549,26,Male,Sports,Football,98.3,Autumn,Card,3.9,16,3
C-7550,42,Female,Beauty,Skincare Kit,74.72,Spring,Card,4.3,25,10
C-7551,56,Female,Womens Clothing,Top,104.87,Autumn,Card,4.4,22,11
C-7552,54,Female,Accessories,Wallet,54.62,Summer,Cash on Delivery,3.7,8,4
C-7553,50,Female,Accessories,Wallet,161.18,Summer,Card,3.9,22,6
C-7554,52,Female,Groceries,Cooking Oil,36.75,Autumn,Card,4,8,4
C-7555,41,Female,Accessories,Sunglasses,101.23,Spring,Card,2.8,15,5
C-7556,63,Female,Groceries,Beverages,69.8,Autumn,Cash on Delivery,5,10,5
C-7557,57,Female,Groceries,Beverages,56.76,Summer,Card,3.9,22,6
C-7558,44,Female,Sports,Dumbbells,192.76,Autumn,Card,3.5,15,5
C-7559,47,Male,Sports,Dumbbells,133.84,Summer,Card,5,14,7
C-7560,66,Female,Accessories,Sunglasses,48.53,Summer,Card,2.9,11,3
